Index;date;Taux
I01415Y Index;02/03/2021;0.22
I01405Y Index;02/03/2021;-0.506
I01420Y Index;02/03/2021;0.427
I01406Y Index;02/03/2021;-0.441
I01430Y Index;02/03/2021;0.684
I01403M Index;03/03/2021;-0.624
I01407Y Index;03/03/2021;-0.302
I01406M Index;03/03/2021;-0.621
I01408Y Index;03/03/2021;-0.203
I01401Y Index;03/03/2021;-0.607
I01409Y Index;03/03/2021;-0.11
I01402Y Index;03/03/2021;-0.646
I01410Y Index;03/03/2021;-0.029
I01415Y Index;03/03/2021;0.296
I01403Y Index;03/03/2021;-0.614
I01420Y Index;03/03/2021;0.508
I01404Y Index;03/03/2021;-0.56
I01405Y Index;03/03/2021;-0.471
I01430Y Index;03/03/2021;0.765
I01406Y Index;03/03/2021;-0.396
I01403M Index;04/03/2021;-0.64
I01407Y Index;04/03/2021;-0.315
I01406M Index;04/03/2021;-0.625
I01408Y Index;04/03/2021;-0.218
I01409Y Index;04/03/2021;-0.127
I01401Y Index;04/03/2021;-0.625
I01410Y Index;04/03/2021;-0.038
I01402Y Index;04/03/2021;-0.649
I01415Y Index;04/03/2021;0.279
I01420Y Index;04/03/2021;0.497
I01403Y Index;04/03/2021;-0.614
I01430Y Index;04/03/2021;0.754
I01404Y Index;04/03/2021;-0.562
I01405Y Index;04/03/2021;-0.481
I01406Y Index;04/03/2021;-0.411
I01403M Index;05/03/2021;-0.605
I01407Y Index;05/03/2021;-0.305
I01408Y Index;05/03/2021;-0.205
I01406M Index;05/03/2021;-0.606
I01409Y Index;05/03/2021;-0.113
I01401Y Index;05/03/2021;-0.616
I01402Y Index;05/03/2021;-0.644
I01410Y Index;05/03/2021;-0.024
I01403Y Index;05/03/2021;-0.608
I01415Y Index;05/03/2021;0.293
I01420Y Index;05/03/2021;0.512
I01404Y Index;05/03/2021;-0.554
I01430Y Index;05/03/2021;0.769
I01405Y Index;05/03/2021;-0.47
I01406Y Index;05/03/2021;-0.4
I01407Y Index;08/03/2021;-0.29
I01403M Index;08/03/2021;-0.639
I01406M Index;08/03/2021;-0.615
I01408Y Index;08/03/2021;-0.191
I01401Y Index;08/03/2021;-0.624
I01409Y Index;08/03/2021;-0.097
I01410Y Index;08/03/2021;-0.009
I01402Y Index;08/03/2021;-0.639
I01415Y Index;08/03/2021;0.309
I01403Y Index;08/03/2021;-0.605
I01420Y Index;08/03/2021;0.528
I01404Y Index;08/03/2021;-0.541
I01405Y Index;08/03/2021;-0.455
I01430Y Index;08/03/2021;0.784
I01406Y Index;08/03/2021;-0.384
I01403M Index;09/03/2021;-0.616
I01406M Index;09/03/2021;-0.62
I01401Y Index;09/03/2021;-0.619
I01402Y Index;09/03/2021;-0.638
I01403Y Index;09/03/2021;-0.614
I01404Y Index;09/03/2021;-0.555
I01405Y Index;09/03/2021;-0.472
I01406Y Index;09/03/2021;-0.404
I01407Y Index;09/03/2021;-0.312
I01408Y Index;09/03/2021;-0.213
I01409Y Index;09/03/2021;-0.122
I01410Y Index;09/03/2021;-0.032
I01415Y Index;09/03/2021;0.287
I01420Y Index;09/03/2021;0.502
I01430Y Index;09/03/2021;0.755
I01407Y Index;10/03/2021;-0.316
I01403M Index;10/03/2021;-0.619
I01406M Index;10/03/2021;-0.622
I01408Y Index;10/03/2021;-0.218
I01401Y Index;10/03/2021;-0.618
I01409Y Index;10/03/2021;-0.128
I01402Y Index;10/03/2021;-0.637
I01410Y Index;10/03/2021;-0.038
I01403Y Index;10/03/2021;-0.613
I01415Y Index;10/03/2021;0.279
I01404Y Index;10/03/2021;-0.564
I01420Y Index;10/03/2021;0.495
I01405Y Index;10/03/2021;-0.477
I01430Y Index;10/03/2021;0.747
I01406Y Index;10/03/2021;-0.406
I01407Y Index;11/03/2021;-0.343
I01403M Index;11/03/2021;-0.624
I01406M Index;11/03/2021;-0.625
I01408Y Index;11/03/2021;-0.247
I01401Y Index;11/03/2021;-0.628
I01409Y Index;11/03/2021;-0.157
I01402Y Index;11/03/2021;-0.652
I01410Y Index;11/03/2021;-0.066
I01403Y Index;11/03/2021;-0.627
I01415Y Index;11/03/2021;0.26
I01404Y Index;11/03/2021;-0.578
I01420Y Index;11/03/2021;0.477
I01405Y Index;11/03/2021;-0.497
I01430Y Index;11/03/2021;0.728
I01406Y Index;11/03/2021;-0.431
I01407Y Index;12/03/2021;-0.319
I01403M Index;12/03/2021;-0.618
I01408Y Index;12/03/2021;-0.222
I01406M Index;12/03/2021;-0.621
I01409Y Index;12/03/2021;-0.131
I01401Y Index;12/03/2021;-0.625
I01410Y Index;12/03/2021;-0.038
I01402Y Index;12/03/2021;-0.644
I01415Y Index;12/03/2021;0.29
I01403Y Index;12/03/2021;-0.614
I01420Y Index;12/03/2021;0.512
I01404Y Index;12/03/2021;-0.564
I01430Y Index;12/03/2021;0.766
I01405Y Index;12/03/2021;-0.475
I01406Y Index;12/03/2021;-0.406
I01407Y Index;15/03/2021;-0.346
I01403M Index;15/03/2021;-0.615
I01408Y Index;15/03/2021;-0.248
I01406M Index;15/03/2021;-0.623
I01409Y Index;15/03/2021;-0.156
I01401Y Index;15/03/2021;-0.623
I01410Y Index;15/03/2021;-0.062
I01402Y Index;15/03/2021;-0.657
I01415Y Index;15/03/2021;0.272
I01403Y Index;15/03/2021;-0.636
I01420Y Index;15/03/2021;0.496
I01404Y Index;15/03/2021;-0.587
I01430Y Index;15/03/2021;0.759
I01405Y Index;15/03/2021;-0.505
I01406Y Index;15/03/2021;-0.437
I01403M Index;16/03/2021;-0.614
I01407Y Index;16/03/2021;-0.347
I01406M Index;16/03/2021;-0.611
I01408Y Index;16/03/2021;-0.25
I01401Y Index;16/03/2021;-0.628
I01409Y Index;16/03/2021;-0.15
I01402Y Index;16/03/2021;-0.665
I01410Y Index;16/03/2021;-0.056
I01403Y Index;16/03/2021;-0.643
I01415Y Index;16/03/2021;0.274
I01404Y Index;16/03/2021;-0.59
I01420Y Index;16/03/2021;0.497
I01405Y Index;16/03/2021;-0.506
I01430Y Index;16/03/2021;0.766
I01406Y Index;16/03/2021;-0.436
I01407Y Index;17/03/2021;-0.303
I01403M Index;17/03/2021;-0.613
I01408Y Index;17/03/2021;-0.198
I01409Y Index;17/03/2021;-0.102
I01406M Index;17/03/2021;-0.617
I01401Y Index;17/03/2021;-0.626
I01410Y Index;17/03/2021;-0.007
I01402Y Index;17/03/2021;-0.659
I01415Y Index;17/03/2021;0.327
I01403Y Index;17/03/2021;-0.632
I01420Y Index;17/03/2021;0.554
I01404Y Index;17/03/2021;-0.566
I01430Y Index;17/03/2021;0.828
I01405Y Index;17/03/2021;-0.474
I01406Y Index;17/03/2021;-0.4
I01407Y Index;18/03/2021;-0.291
I01403M Index;18/03/2021;-0.62
I01408Y Index;18/03/2021;-0.185
I01409Y Index;18/03/2021;-0.084
I01406M Index;18/03/2021;-0.619
I01401Y Index;18/03/2021;-0.647
I01410Y Index;18/03/2021;0.012
I01402Y Index;18/03/2021;-0.674
I01415Y Index;18/03/2021;0.347
I01403Y Index;18/03/2021;-0.632
I01420Y Index;18/03/2021;0.579
I01404Y Index;18/03/2021;-0.57
I01430Y Index;18/03/2021;0.858
I01405Y Index;18/03/2021;-0.472
I01406Y Index;18/03/2021;-0.392
I01407Y Index;19/03/2021;-0.317
I01403M Index;19/03/2021;-0.624
I01408Y Index;19/03/2021;-0.211
I01406M Index;19/03/2021;-0.621
I01409Y Index;19/03/2021;-0.113
I01401Y Index;19/03/2021;-0.648
I01410Y Index;19/03/2021;-0.016
I01402Y Index;19/03/2021;-0.684
I01415Y Index;19/03/2021;0.321
I01403Y Index;19/03/2021;-0.647
I01420Y Index;19/03/2021;0.557
I01404Y Index;19/03/2021;-0.588
I01430Y Index;19/03/2021;0.837
I01405Y Index;19/03/2021;-0.495
I01406Y Index;19/03/2021;-0.418
I01403M Index;22/03/2021;-0.625
I01407Y Index;22/03/2021;-0.333
I01406M Index;22/03/2021;-0.628
I01408Y Index;22/03/2021;-0.226
I01401Y Index;22/03/2021;-0.653
I01402Y Index;22/03/2021;-0.685
I01409Y Index;22/03/2021;-0.127
I01403Y Index;22/03/2021;-0.656
I01410Y Index;22/03/2021;-0.028
I01404Y Index;22/03/2021;-0.598
I01415Y Index;22/03/2021;0.319
I01405Y Index;22/03/2021;-0.507
I01406Y Index;22/03/2021;-0.433
I01420Y Index;22/03/2021;0.554
I01430Y Index;22/03/2021;0.834
I01403M Index;23/03/2021;-0.629
I01406M Index;23/03/2021;-0.636
I01407Y Index;23/03/2021;-0.357
I01401Y Index;23/03/2021;-0.652
I01402Y Index;23/03/2021;-0.688
I01408Y Index;23/03/2021;-0.254
I01403Y Index;23/03/2021;-0.664
I01409Y Index;23/03/2021;-0.157
I01404Y Index;23/03/2021;-0.608
I01405Y Index;23/03/2021;-0.523
I01410Y Index;23/03/2021;-0.06
I01406Y Index;23/03/2021;-0.452
I01415Y Index;23/03/2021;0.291
I01420Y Index;23/03/2021;0.524
I01430Y Index;23/03/2021;0.801
I01403M Index;24/03/2021;-0.628
I01407Y Index;24/03/2021;-0.368
I01406M Index;24/03/2021;-0.635
I01408Y Index;24/03/2021;-0.265
I01401Y Index;24/03/2021;-0.658
I01409Y Index;24/03/2021;-0.169
I01402Y Index;24/03/2021;-0.692
I01410Y Index;24/03/2021;-0.075
I01403Y Index;24/03/2021;-0.667
I01415Y Index;24/03/2021;0.274
I01404Y Index;24/03/2021;-0.612
I01420Y Index;24/03/2021;0.502
I01430Y Index;24/03/2021;0.777
I01405Y Index;24/03/2021;-0.53
I01406Y Index;24/03/2021;-0.461
I01403M Index;25/03/2021;-0.634
I01407Y Index;25/03/2021;-0.389
I01406M Index;25/03/2021;-0.642
I01408Y Index;25/03/2021;-0.292
I01401Y Index;25/03/2021;-0.654
I01409Y Index;25/03/2021;-0.2
I01402Y Index;25/03/2021;-0.69
I01410Y Index;25/03/2021;-0.104
I01403Y Index;25/03/2021;-0.672
I01415Y Index;25/03/2021;0.243
I01404Y Index;25/03/2021;-0.626
I01420Y Index;25/03/2021;0.474
I01430Y Index;25/03/2021;0.743
I01405Y Index;25/03/2021;-0.547
I01406Y Index;25/03/2021;-0.481
I01407Y Index;26/03/2021;-0.364
I01403M Index;26/03/2021;-0.634
I01408Y Index;26/03/2021;-0.264
I01406M Index;26/03/2021;-0.646
I01409Y Index;26/03/2021;-0.169
I01401Y Index;26/03/2021;-0.653
I01410Y Index;26/03/2021;-0.072
I01402Y Index;26/03/2021;-0.694
I01415Y Index;26/03/2021;0.277
I01403Y Index;26/03/2021;-0.665
I01420Y Index;26/03/2021;0.509
I01404Y Index;26/03/2021;-0.613
I01430Y Index;26/03/2021;0.785
I01405Y Index;26/03/2021;-0.527
I01406Y Index;26/03/2021;-0.456
I01403M Index;29/03/2021;-0.63
I01406M Index;29/03/2021;-0.646
I01401Y Index;29/03/2021;-0.651
I01407Y Index;29/03/2021;-0.335
I01402Y Index;29/03/2021;-0.687
I01408Y Index;29/03/2021;-0.231
I01403Y Index;29/03/2021;-0.65
I01409Y Index;29/03/2021;-0.133
I01404Y Index;29/03/2021;-0.592
I01405Y Index;29/03/2021;-0.503
I01410Y Index;29/03/2021;-0.035
I01415Y Index;29/03/2021;0.314
I01406Y Index;29/03/2021;-0.43
I01420Y Index;29/03/2021;0.552
I01430Y Index;29/03/2021;0.825
I01403M Index;30/03/2021;-0.632
I01407Y Index;30/03/2021;-0.303
I01406M Index;30/03/2021;-0.648
I01408Y Index;30/03/2021;-0.199
I01401Y Index;30/03/2021;-0.695
I01409Y Index;30/03/2021;-0.104
I01402Y Index;30/03/2021;-0.669
I01410Y Index;30/03/2021;-0.008
I01415Y Index;30/03/2021;0.334
I01403Y Index;30/03/2021;-0.62
I01404Y Index;30/03/2021;-0.563
I01420Y Index;30/03/2021;0.571
I01405Y Index;30/03/2021;-0.471
I01430Y Index;30/03/2021;0.842
I01406Y Index;30/03/2021;-0.398
I01407Y Index;31/03/2021;-0.311
I01403M Index;31/03/2021;-0.64
I01408Y Index;31/03/2021;-0.206
I01406M Index;31/03/2021;-0.65
I01401Y Index;31/03/2021;-0.653
I01409Y Index;31/03/2021;-0.114
I01402Y Index;31/03/2021;-0.663
I01410Y Index;31/03/2021;-0.017
I01403Y Index;31/03/2021;-0.63
I01415Y Index;31/03/2021;0.328
I01404Y Index;31/03/2021;-0.57
I01420Y Index;31/03/2021;0.563
I01405Y Index;31/03/2021;-0.478
I01430Y Index;31/03/2021;0.834
I01406Y Index;31/03/2021;-0.406
I01407Y Index;01/04/2021;-0.335
I01403M Index;01/04/2021;-0.633
I01408Y Index;01/04/2021;-0.236
I01406M Index;01/04/2021;-0.654
I01401Y Index;01/04/2021;-0.644
I01409Y Index;01/04/2021;-0.142
I01402Y Index;01/04/2021;-0.681
I01410Y Index;01/04/2021;-0.045
I01403Y Index;01/04/2021;-0.653
I01415Y Index;01/04/2021;0.302
I01404Y Index;01/04/2021;-0.592
I01420Y Index;01/04/2021;0.533
I01405Y Index;01/04/2021;-0.501
I01430Y Index;01/04/2021;0.807
I01406Y Index;01/04/2021;-0.428
I01407Y Index;02/04/2021;-0.335
I01403M Index;02/04/2021;-0.633
I01408Y Index;02/04/2021;-0.236
I01406M Index;02/04/2021;-0.654
I01409Y Index;02/04/2021;-0.142
I01401Y Index;02/04/2021;-0.645
I01410Y Index;02/04/2021;-0.045
I01402Y Index;02/04/2021;-0.681
I01415Y Index;02/04/2021;0.302
I01403Y Index;02/04/2021;-0.653
I01420Y Index;02/04/2021;0.533
I01430Y Index;02/04/2021;0.807
I01404Y Index;02/04/2021;-0.591
I01405Y Index;02/04/2021;-0.5
I01406Y Index;02/04/2021;-0.428
I01407Y Index;05/04/2021;-0.334
I01403M Index;05/04/2021;-0.633
I01406M Index;05/04/2021;-0.654
I01408Y Index;05/04/2021;-0.235
I01409Y Index;05/04/2021;-0.141
I01401Y Index;05/04/2021;-0.645
I01410Y Index;05/04/2021;-0.043
I01402Y Index;05/04/2021;-0.68
I01403Y Index;05/04/2021;-0.652
I01415Y Index;05/04/2021;0.303
I01404Y Index;05/04/2021;-0.59
I01420Y Index;05/04/2021;0.534
I01405Y Index;05/04/2021;-0.499
I01430Y Index;05/04/2021;0.807
I01406Y Index;05/04/2021;-0.427
I01407Y Index;06/04/2021;-0.32
I01403M Index;06/04/2021;-0.635
I01406M Index;06/04/2021;-0.65
I01408Y Index;06/04/2021;-0.218
I01401Y Index;06/04/2021;-0.642
I01409Y Index;06/04/2021;-0.121
I01402Y Index;06/04/2021;-0.673
I01410Y Index;06/04/2021;-0.026
I01403Y Index;06/04/2021;-0.646
I01415Y Index;06/04/2021;0.315
I01404Y Index;06/04/2021;-0.581
I01420Y Index;06/04/2021;0.549
I01405Y Index;06/04/2021;-0.493
I01430Y Index;06/04/2021;0.822
I01406Y Index;06/04/2021;-0.418
I01403M Index;07/04/2021;-0.639
I01407Y Index;07/04/2021;-0.332
I01406M Index;07/04/2021;-0.652
I01408Y Index;07/04/2021;-0.229
I01401Y Index;07/04/2021;-0.644
I01409Y Index;07/04/2021;-0.132
I01402Y Index;07/04/2021;-0.676
I01410Y Index;07/04/2021;-0.036
I01415Y Index;07/04/2021;0.304
I01403Y Index;07/04/2021;-0.647
I01420Y Index;07/04/2021;0.539
I01404Y Index;07/04/2021;-0.589
I01430Y Index;07/04/2021;0.811
I01405Y Index;07/04/2021;-0.5
I01406Y Index;07/04/2021;-0.427
I01403M Index;08/04/2021;-0.633
I01407Y Index;08/04/2021;-0.339
I01406M Index;08/04/2021;-0.651
I01408Y Index;08/04/2021;-0.237
I01401Y Index;08/04/2021;-0.644
I01409Y Index;08/04/2021;-0.141
I01402Y Index;08/04/2021;-0.686
I01410Y Index;08/04/2021;-0.045
I01415Y Index;08/04/2021;0.298
I01403Y Index;08/04/2021;-0.656
I01420Y Index;08/04/2021;0.53
I01404Y Index;08/04/2021;-0.596
I01430Y Index;08/04/2021;0.803
I01405Y Index;08/04/2021;-0.512
I01406Y Index;08/04/2021;-0.438
I01403M Index;09/04/2021;-0.633
I01407Y Index;09/04/2021;-0.303
I01406M Index;09/04/2021;-0.65
I01408Y Index;09/04/2021;-0.2
I01401Y Index;09/04/2021;-0.636
I01409Y Index;09/04/2021;-0.102
I01402Y Index;09/04/2021;-0.67
I01410Y Index;09/04/2021;-0.008
I01403Y Index;09/04/2021;-0.634
I01415Y Index;09/04/2021;0.326
I01404Y Index;09/04/2021;-0.566
I01420Y Index;09/04/2021;0.557
I01430Y Index;09/04/2021;0.829
I01405Y Index;09/04/2021;-0.479
I01406Y Index;09/04/2021;-0.403
I01403M Index;12/04/2021;-0.636
I01406M Index;12/04/2021;-0.648
I01401Y Index;12/04/2021;-0.637
I01402Y Index;12/04/2021;-0.66
I01403Y Index;12/04/2021;-0.627
I01404Y Index;12/04/2021;-0.562
I01405Y Index;12/04/2021;-0.475
I01406Y Index;12/04/2021;-0.399
I01407Y Index;12/04/2021;-0.297
I01408Y Index;12/04/2021;-0.192
I01409Y Index;12/04/2021;-0.092
I01410Y Index;12/04/2021;0.006
I01415Y Index;12/04/2021;0.344
I01420Y Index;12/04/2021;0.574
I01430Y Index;12/04/2021;0.848
I01403M Index;13/04/2021;-0.634
I01407Y Index;13/04/2021;-0.294
I01406M Index;13/04/2021;-0.649
I01408Y Index;13/04/2021;-0.191
I01401Y Index;13/04/2021;-0.638
I01409Y Index;13/04/2021;-0.092
I01402Y Index;13/04/2021;-0.659
I01410Y Index;13/04/2021;0.005
I01403Y Index;13/04/2021;-0.623
I01404Y Index;13/04/2021;-0.56
I01415Y Index;13/04/2021;0.344
I01420Y Index;13/04/2021;0.574
I01405Y Index;13/04/2021;-0.471
I01430Y Index;13/04/2021;0.847
I01406Y Index;13/04/2021;-0.395
I01407Y Index;14/04/2021;-0.265
I01408Y Index;14/04/2021;-0.162
I01409Y Index;14/04/2021;-0.062
I01410Y Index;14/04/2021;0.038
I01415Y Index;14/04/2021;0.376
I01420Y Index;14/04/2021;0.604
I01430Y Index;14/04/2021;0.875
I01403M Index;14/04/2021;-0.64
I01406M Index;14/04/2021;-0.649
I01401Y Index;14/04/2021;-0.634
I01402Y Index;14/04/2021;-0.653
I01403Y Index;14/04/2021;-0.613
I01404Y Index;14/04/2021;-0.541
I01405Y Index;14/04/2021;-0.448
I01406Y Index;14/04/2021;-0.369
I01407Y Index;15/04/2021;-0.294
I01408Y Index;15/04/2021;-0.192
I01409Y Index;15/04/2021;-0.094
I01410Y Index;15/04/2021;0.002
I01415Y Index;15/04/2021;0.343
I01420Y Index;15/04/2021;0.569
I01430Y Index;15/04/2021;0.84
I01403M Index;15/04/2021;-0.642
I01406M Index;15/04/2021;-0.65
I01401Y Index;15/04/2021;-0.638
I01402Y Index;15/04/2021;-0.66
I01403Y Index;15/04/2021;-0.623
I01404Y Index;15/04/2021;-0.559
I01405Y Index;15/04/2021;-0.469
I01406Y Index;15/04/2021;-0.393
I01407Y Index;16/04/2021;-0.274
I01408Y Index;16/04/2021;-0.169
I01409Y Index;16/04/2021;-0.069
I01410Y Index;16/04/2021;0.028
I01415Y Index;16/04/2021;0.367
I01420Y Index;16/04/2021;0.592
I01430Y Index;16/04/2021;0.861
I01403M Index;16/04/2021;-0.642
I01406M Index;16/04/2021;-0.647
I01401Y Index;16/04/2021;-0.638
I01402Y Index;16/04/2021;-0.652
I01403Y Index;16/04/2021;-0.614
I01404Y Index;16/04/2021;-0.554
I01405Y Index;16/04/2021;-0.457
I01406Y Index;16/04/2021;-0.376
I01407Y Index;19/04/2021;-0.251
I01408Y Index;19/04/2021;-0.144
I01409Y Index;19/04/2021;-0.043
I01410Y Index;19/04/2021;0.053
I01415Y Index;19/04/2021;0.385
I01420Y Index;19/04/2021;0.607
I01430Y Index;19/04/2021;0.875
I01403M Index;19/04/2021;-0.641
I01406M Index;19/04/2021;-0.643
I01401Y Index;19/04/2021;-0.632
I01402Y Index;19/04/2021;-0.645
I01403Y Index;19/04/2021;-0.604
I01404Y Index;19/04/2021;-0.534
I01405Y Index;19/04/2021;-0.435
I01406Y Index;19/04/2021;-0.354
I01407Y Index;20/04/2021;-0.273
I01408Y Index;20/04/2021;-0.167
I01409Y Index;20/04/2021;-0.068
I01410Y Index;20/04/2021;0.024
I01415Y Index;20/04/2021;0.362
I01420Y Index;20/04/2021;0.583
I01430Y Index;20/04/2021;0.849
I01403M Index;20/04/2021;-0.635
I01406M Index;20/04/2021;-0.642
I01401Y Index;20/04/2021;-0.633
I01402Y Index;20/04/2021;-0.648
I01403Y Index;20/04/2021;-0.616
I01404Y Index;20/04/2021;-0.545
I01405Y Index;20/04/2021;-0.435
I01406Y Index;20/04/2021;-0.361
I01407Y Index;21/04/2021;-0.274
I01408Y Index;21/04/2021;-0.168
I01409Y Index;21/04/2021;-0.071
I01410Y Index;21/04/2021;0.02
I01415Y Index;21/04/2021;0.362
I01420Y Index;21/04/2021;0.581
I01430Y Index;21/04/2021;0.848
I01403M Index;21/04/2021;-0.633
I01406M Index;21/04/2021;-0.642
I01401Y Index;21/04/2021;-0.634
I01402Y Index;21/04/2021;-0.651
I01403Y Index;21/04/2021;-0.618
I01404Y Index;21/04/2021;-0.548
I01405Y Index;21/04/2021;-0.437
I01406Y Index;21/04/2021;-0.362
I01407Y Index;22/04/2021;-0.262
I01408Y Index;22/04/2021;-0.157
I01409Y Index;22/04/2021;-0.063
I01410Y Index;22/04/2021;0.024
I01415Y Index;22/04/2021;0.372
I01420Y Index;22/04/2021;0.589
I01430Y Index;22/04/2021;0.854
I01403M Index;22/04/2021;-0.633
I01406M Index;22/04/2021;-0.643
I01401Y Index;22/04/2021;-0.633
I01402Y Index;22/04/2021;-0.643
I01403Y Index;22/04/2021;-0.608
I01404Y Index;22/04/2021;-0.538
I01405Y Index;22/04/2021;-0.426
I01406Y Index;22/04/2021;-0.352
I01407Y Index;23/04/2021;-0.268
I01408Y Index;23/04/2021;-0.161
I01409Y Index;23/04/2021;-0.064
I01410Y Index;23/04/2021;0.028
I01415Y Index;23/04/2021;0.373
I01420Y Index;23/04/2021;0.594
I01430Y Index;23/04/2021;0.858
I01403M Index;23/04/2021;-0.635
I01406M Index;23/04/2021;-0.642
I01401Y Index;23/04/2021;-0.633
I01402Y Index;23/04/2021;-0.649
I01403Y Index;23/04/2021;-0.617
I01404Y Index;23/04/2021;-0.544
I01405Y Index;23/04/2021;-0.433
I01406Y Index;23/04/2021;-0.359
I01407Y Index;26/04/2021;-0.262
I01408Y Index;26/04/2021;-0.156
I01409Y Index;26/04/2021;-0.06
I01410Y Index;26/04/2021;0.032
I01415Y Index;26/04/2021;0.378
I01420Y Index;26/04/2021;0.598
I01430Y Index;26/04/2021;0.865
I01403M Index;26/04/2021;-0.634
I01406M Index;26/04/2021;-0.64
I01401Y Index;26/04/2021;-0.635
I01402Y Index;26/04/2021;-0.645
I01403Y Index;26/04/2021;-0.611
I01404Y Index;26/04/2021;-0.536
I01405Y Index;26/04/2021;-0.426
I01406Y Index;26/04/2021;-0.353
I01407Y Index;27/04/2021;-0.257
I01408Y Index;27/04/2021;-0.151
I01409Y Index;27/04/2021;-0.052
I01410Y Index;27/04/2021;0.04
I01415Y Index;27/04/2021;0.382
I01420Y Index;27/04/2021;0.606
I01430Y Index;27/04/2021;0.871
I01403M Index;27/04/2021;-0.633
I01406M Index;27/04/2021;-0.646
I01401Y Index;27/04/2021;-0.632
I01402Y Index;27/04/2021;-0.651
I01403Y Index;27/04/2021;-0.611
I01404Y Index;27/04/2021;-0.532
I01405Y Index;27/04/2021;-0.422
I01406Y Index;27/04/2021;-0.348
I01407Y Index;28/04/2021;-0.238
I01403M Index;28/04/2021;-0.636
I01408Y Index;28/04/2021;-0.132
I01406M Index;28/04/2021;-0.645
I01409Y Index;28/04/2021;-0.033
I01401Y Index;28/04/2021;-0.632
I01402Y Index;28/04/2021;-0.645
I01410Y Index;28/04/2021;0.059
I01403Y Index;28/04/2021;-0.604
I01415Y Index;28/04/2021;0.402
I01404Y Index;28/04/2021;-0.516
I01420Y Index;28/04/2021;0.624
I01405Y Index;28/04/2021;-0.404
I01430Y Index;28/04/2021;0.891
I01406Y Index;28/04/2021;-0.329
I01407Y Index;29/04/2021;-0.202
I01403M Index;29/04/2021;-0.635
I01408Y Index;29/04/2021;-0.093
I01406M Index;29/04/2021;-0.645
I01409Y Index;29/04/2021;0.008
I01401Y Index;29/04/2021;-0.631
I01402Y Index;29/04/2021;-0.64
I01410Y Index;29/04/2021;0.102
I01403Y Index;29/04/2021;-0.591
I01415Y Index;29/04/2021;0.455
I01404Y Index;29/04/2021;-0.499
I01420Y Index;29/04/2021;0.678
I01405Y Index;29/04/2021;-0.379
I01430Y Index;29/04/2021;0.948
I01406Y Index;29/04/2021;-0.299
I01407Y Index;30/04/2021;-0.209
I01403M Index;30/04/2021;-0.635
I01406M Index;30/04/2021;-0.645
I01408Y Index;30/04/2021;-0.097
I01401Y Index;30/04/2021;-0.629
I01409Y Index;30/04/2021;0.005
I01410Y Index;30/04/2021;0.101
I01402Y Index;30/04/2021;-0.644
I01415Y Index;30/04/2021;0.461
I01403Y Index;30/04/2021;-0.597
I01420Y Index;30/04/2021;0.69
I01404Y Index;30/04/2021;-0.504
I01430Y Index;30/04/2021;0.96
I01405Y Index;30/04/2021;-0.385
I01406Y Index;30/04/2021;-0.305
I01407Y Index;03/05/2021;-0.22
I01403M Index;03/05/2021;-0.637
I01406M Index;03/05/2021;-0.645
I01408Y Index;03/05/2021;-0.111
I01409Y Index;03/05/2021;-0.005
I01401Y Index;03/05/2021;-0.631
I01410Y Index;03/05/2021;0.094
I01402Y Index;03/05/2021;-0.646
I01415Y Index;03/05/2021;0.459
I01403Y Index;03/05/2021;-0.6
I01420Y Index;03/05/2021;0.689
I01404Y Index;03/05/2021;-0.511
I01405Y Index;03/05/2021;-0.392
I01430Y Index;03/05/2021;0.959
I01406Y Index;03/05/2021;-0.313
I01403M Index;04/05/2021;-0.636
I01407Y Index;04/05/2021;-0.238
I01408Y Index;04/05/2021;-0.128
I01406M Index;04/05/2021;-0.638
I01401Y Index;04/05/2021;-0.63
I01409Y Index;04/05/2021;-0.025
I01410Y Index;04/05/2021;0.067
I01402Y Index;04/05/2021;-0.649
I01415Y Index;04/05/2021;0.433
I01403Y Index;04/05/2021;-0.609
I01420Y Index;04/05/2021;0.666
I01404Y Index;04/05/2021;-0.524
I01430Y Index;04/05/2021;0.933
I01405Y Index;04/05/2021;-0.409
I01406Y Index;04/05/2021;-0.332
I01403M Index;05/05/2021;-0.637
I01407Y Index;05/05/2021;-0.226
I01408Y Index;05/05/2021;-0.114
I01406M Index;05/05/2021;-0.638
I01401Y Index;05/05/2021;-0.63
I01409Y Index;05/05/2021;-0.011
I01410Y Index;05/05/2021;0.085
I01402Y Index;05/05/2021;-0.646
I01415Y Index;05/05/2021;0.451
I01403Y Index;05/05/2021;-0.605
I01420Y Index;05/05/2021;0.687
I01404Y Index;05/05/2021;-0.518
I01430Y Index;05/05/2021;0.954
I01405Y Index;05/05/2021;-0.4
I01406Y Index;05/05/2021;-0.321
I01403M Index;06/05/2021;-0.64
I01407Y Index;06/05/2021;-0.224
I01408Y Index;06/05/2021;-0.111
I01406M Index;06/05/2021;-0.642
I01401Y Index;06/05/2021;-0.634
I01409Y Index;06/05/2021;-0.007
I01410Y Index;06/05/2021;0.089
I01402Y Index;06/05/2021;-0.641
I01415Y Index;06/05/2021;0.458
I01403Y Index;06/05/2021;-0.598
I01420Y Index;06/05/2021;0.698
I01404Y Index;06/05/2021;-0.513
I01430Y Index;06/05/2021;0.965
I01405Y Index;06/05/2021;-0.398
I01406Y Index;06/05/2021;-0.321
I01407Y Index;07/05/2021;-0.205
I01403M Index;07/05/2021;-0.638
